transaction_id,device_id,device_type,tran_code,mcc,client_id,card_type,pin_inc_count,card_status,sum,oper_type,balance,ip_city,day_of_week,hour_of_day,month,anomaly
5758215,647,4,451,7508,654678389,1,0,0,443.04,7,611078.92,24,6,1,5,True
5863215,249,0,10,7508,654678389,1,0,0,443.32,6,611522.24,6,0,4,5,True
6145541,1387,1,25,1095,654678389,1,0,0,442.98,8,611079.26,24,4,4,6,True
6477468,1387,1,25,8891,654678389,1,0,0,443.19,8,610636.07,24,0,13,7,True
6514563,514,4,-1,4246,654678389,1,1,0,443.08,4,610636.07,12,1,8,7,True
6885715,514,4,25,6558,654678389,1,0,0,443.11,8,610192.96,12,1,21,7,True
7051529,647,4,25,1779,654678389,1,0,0,443.11,8,609749.85,24,6,5,8,True
7158804,647,4,-1,4261,654678389,1,1,0,442.79,4,609749.85,24,4,18,10,True
7520984,1094,0,20,8115,654678389,1,0,0,443.08,5,609306.77,0,4,9,10,True
7869602,514,4,451,7063,654678389,1,0,0,443.0,7,608863.77,12,5,13,11,True
7921913,1354,0,20,8952,654678389,1,0,0,442.83,5,608420.94,24,0,1,11,True
7969720,525,0,10,3171,654678389,1,0,0,443.01,0,608863.95,18,1,2,12,True
8061314,239,1,10,5300,654678389,1,0,0,442.86,6,609306.81,26,6,11,12,True
8196640,287,0,-1,8115,654678389,1,1,0,443.01,4,609306.81,24,0,3,1,True
8198174,287,0,451,7508,654678389,1,0,0,443.06,7,608863.75,24,5,21,1,True
8479741,1019,0,10,5194,654678389,1,0,0,442.95,6,609306.7,26,1,4,2,True
8627506,482,1,10,1779,654678389,1,0,0,442.86,6,609749.56,5,3,4,3,True
8713992,514,4,30,1095,654678389,1,0,0,443.13,8,609306.43,12,0,11,4,True
8893397,647,4,30,1779,654678389,1,0,0,443.02,8,608863.41,24,4,15,4,True
9013564,514,4,451,2201,654678389,1,0,0,443.16,7,608420.25,12,4,14,5,True
9014712,979,0,20,7508,654678389,1,0,0,443.08,5,607977.17,22,4,4,5,True
9135932,304,0,10,1779,654678389,1,0,0,443.09,0,608420.26,4,0,23,6,False
9151220,1400,3,-1,6558,654678389,1,1,0,442.82,1,608420.26,24,2,0,6,True
9626758,1400,3,30,9178,654678389,1,0,0,442.85,8,607977.41,24,0,17,6,True
9653172,1036,1,10,4261,654678389,1,0,0,442.75,6,608420.16,11,4,13,6,True
9677018,647,4,25,1054,654678389,1,0,0,443.18,8,607976.98,24,4,4,7,True
9677979,287,0,30,5374,654678389,1,0,0,443.03,8,607533.95,24,5,13,8,True
9985832,42,2,20,2547,654678389,1,0,0,442.88,5,607091.07,24,3,21,10,True
1401969,732,0,30,6687,664030201,0,0,0,160.96,8,592809.04,11,6,11,1,True
1445779,689,0,20,3056,664030201,0,0,0,161.07,3,592647.97,24,3,10,1,True
1513472,1052,0,-1,9084,664030201,0,1,0,160.93,1,592647.97,11,4,17,1,False
1615144,176,3,30,6119,664030201,0,0,0,161.01,8,592486.96,24,4,19,2,True
1666943,1027,0,20,9084,664030201,0,0,0,161.0,5,592325.96,11,2,1,3,True
2085492,1052,0,-1,3818,664030201,0,1,0,160.95,1,592325.96,11,4,12,4,True
2128598,779,4,30,9352,664030201,0,0,0,160.77,8,592165.19,14,4,23,5,False
2279168,779,4,451,7634,664030201,0,0,0,161.09,7,592004.1,14,1,1,5,False
2515042,1169,0,10,9352,664030201,0,0,0,161.16,0,592165.26,24,1,18,6,True
2535494,653,1,10,6687,664030201,0,0,0,160.82,6,592326.08,24,3,0,6,True
2821574,1052,0,-1,4992,664030201,0,1,0,160.93,1,592326.08,11,3,7,7,True
3025678,1155,0,20,3056,664030201,0,0,0,160.97,3,592165.11,15,2,1,7,True
3319369,394,0,10,6057,664030201,0,0,0,160.93,6,592326.04,10,0,20,8,True
3439211,732,0,451,2600,664030201,0,0,0,160.86,7,592165.18,11,3,4,8,True
4115002,914,2,20,5766,664030201,0,0,0,161.1,5,592004.08,18,1,3,9,True
4224819,779,4,451,8418,664030201,0,0,0,161.21,7,591842.87,14,0,9,2,True
4260741,328,0,451,6687,664030201,0,0,0,160.87,7,591682.0,11,1,15,2,True
4520885,328,0,-1,7068,664030201,0,1,0,160.97,4,591682.0,11,2,0,3,True
4597674,470,1,10,5956,664030201,0,0,0,160.88,0,591842.88,5,2,13,3,True
4651985,276,0,10,3403,664030201,0,0,0,161.3,0,592004.18,24,0,20,3,False
4771639,1168,3,451,9084,664030201,0,0,0,161.02,7,591843.16,24,2,2,6,True
4831611,328,0,25,2600,664030201,0,0,0,161.1,8,591682.06,11,6,3,7,True
5299811,59,0,25,5516,664030201,0,0,0,160.9,8,591521.16,20,3,16,7,True
5350816,1278,0,10,4799,664030201,0,0,0,160.97,6,591682.13,24,2,22,8,True
5485521,59,0,25,1367,664030201,0,0,0,160.95,8,591521.18,20,4,11,9,True
5637274,1089,0,20,8639,664030201,0,0,0,160.91,3,591360.27,18,0,18,10,True
5654941,59,0,30,8639,664030201,0,0,0,161.29,8,591198.98,20,3,21,12,True
5802730,531,0,10,8628,664030201,0,0,0,160.72,6,591359.7,18,1,13,1,True
5890789,910,0,30,6296,664030201,0,0,0,160.78,8,591198.92,18,6,4,1,True
6374273,1093,0,20,7916,664030201,0,0,0,160.82,3,591038.1,18,4,1,2,True
6736259,1233,0,10,3403,664030201,0,0,0,160.75,6,591198.85,18,5,6,2,True
7431804,328,0,451,7578,664030201,0,0,0,160.66,7,591038.19,11,4,19,2,True
7455907,628,0,10,2344,664030201,0,0,0,160.93,6,591199.12,11,2,21,2,True
7477255,761,2,20,3818,664030201,0,0,0,160.87,5,591038.25,24,0,12,2,True
7526085,732,0,451,3955,664030201,0,0,0,160.9,7,590877.35,11,2,15,3,True
7633266,1168,3,30,9464,664030201,0,0,0,161.17,8,590716.18,24,1,21,4,True
7728499,732,0,25,6687,664030201,0,0,0,161.1,8,590555.08,11,0,1,4,True
7730988,328,0,25,2344,664030201,0,0,0,161.12,8,590393.96,11,1,6,4,True
7996170,176,3,-1,5766,664030201,0,1,0,161.1,4,590393.96,24,4,14,5,True
8115843,59,0,30,4979,664030201,0,0,0,161.33,8,590232.63,20,3,14,5,True
8131600,584,0,10,8640,664030201,0,0,0,160.5,6,590393.13,11,2,2,6,True
8190049,176,3,25,6458,664030201,0,0,0,160.91,8,590232.22,24,0,10,6,True
8232546,59,0,451,5956,664030201,0,0,0,160.8,7,590071.42,20,2,17,7,True
8304944,328,0,451,9084,664030201,0,0,0,160.9,7,589910.52,11,6,4,7,True
8348718,670,0,10,8640,664030201,0,0,0,161.04,0,590071.56,18,6,5,7,True
8752694,1052,0,-1,2600,664030201,0,1,0,160.79,4,590071.56,11,5,0,7,True
8762362,779,4,30,5956,664030201,0,0,0,161.18,8,589910.38,14,4,5,8,True
8876413,1052,0,25,5956,664030201,0,0,0,161.35,8,589749.03,11,3,11,8,True
9302264,1052,0,25,7634,664030201,0,0,0,161.09,8,589587.94,11,1,7,8,True
9536307,895,0,20,6119,664030201,0,0,0,161.05,3,589426.89,24,2,21,9,True
9699460,59,0,451,8418,664030201,0,0,0,160.8,7,589266.09,20,2,1,10,True
9762790,59,0,25,9464,664030201,0,0,0,161.17,8,589104.92,20,0,22,11,True
9790975,1108,1,10,7068,664030201,0,0,0,160.93,6,589265.85,0,3,16,11,True
9958808,1168,3,30,1367,664030201,0,0,0,160.98,8,589104.87,24,6,12,11,True
1121714,348,0,-1,6072,128957034,1,1,0,312.13,4,560688.0,24,3,1,2,True
1621379,729,0,-1,6072,128957034,1,2,0,311.59,4,560688.0,11,3,18,2,True
1691580,58,2,451,3018,128957034,1,0,0,312.01,7,560375.99,20,5,10,4,True
2373655,1254,4,30,3018,128957034,1,0,0,312.1,8,560063.89,23,6,1,4,True
2429179,1072,0,20,9534,128957034,1,0,0,311.9,5,559751.99,18,5,8,5,True
2617248,263,3,25,8230,128957034,1,0,0,312.17,8,559439.82,6,0,11,5,True
2940867,1254,4,30,7398,128957034,1,0,0,312.16,8,559127.66,23,6,4,6,True
3150037,219,0,10,8999,128957034,1,0,0,312.05,6,559439.71,9,2,23,6,True
3160889,42,2,20,9904,128957034,1,0,0,312.12,5,559127.59,24,6,15,7,True
3392249,359,2,20,3033,128957034,1,0,0,311.85,5,558815.74,24,1,13,7,True
3425550,283,4,-1,9431,128957034,1,1,0,312.01,1,558815.74,24,2,14,7,True
3497075,421,3,-1,6615,128957034,1,2,0,312.18,1,558815.74,18,2,1,9,True
3506512,53,0,10,3033,128957034,1,0,0,312.06,0,559127.8,20,4,4,10,True
3791091,1336,2,451,8717,128957034,1,0,0,311.97,7,558815.83,18,0,14,11,True
3792845,1254,4,451,6063,128957034,1,0,0,311.99,7,558503.84,23,1,2,1,True
4843111,1284,2,20,8999,128957034,1,0,0,312.1,3,558191.74,24,3,13,1,True
4884780,644,0,20,6615,128957034,1,0,0,311.91,3,557879.83,24,2,23,1,True
5237248,1065,0,10,3061,128957034,1,0,0,312.44,6,558192.27,11,5,1,2,True
5449610,729,0,451,9616,128957034,1,0,0,311.71,7,557880.56,11,4,4,3,True
5557064,1404,2,20,2807,128957034,1,0,0,312.0,5,557568.56,24,2,6,3,True
5714857,263,3,30,9616,128957034,1,0,0,311.97,8,557256.59,6,4,5,5,True
6031363,421,3,25,1619,128957034,1,0,0,312.14,8,556944.45,18,1,1,5,False
6054289,58,2,451,6615,128957034,1,0,0,311.75,7,556632.7,20,4,1,5,True
6357532,283,4,451,9618,128957034,1,0,0,311.94,7,556320.76,24,5,1,7,True
6365286,1150,0,20,2159,128957034,1,0,0,312.22,3,556008.54,15,5,13,7,True
6474327,807,0,10,9431,128957034,1,0,0,311.73,6,556320.27,11,4,23,8,True
6474900,263,3,451,4272,128957034,1,0,0,312.16,7,556008.11,6,5,7,8,True
6538597,621,2,25,3033,128957034,1,0,0,312.15,8,555695.96,11,6,16,9,True
6675445,1254,4,25,4667,128957034,1,0,0,311.97,8,555383.99,23,0,14,9,True
6762127,263,3,30,4648,128957034,1,0,0,312.15,8,555071.84,6,1,22,9,False
6811527,58,2,25,6072,128957034,1,0,0,311.84,8,554760.0,20,0,0,9,True
6934278,729,0,451,6063,128957034,1,0,0,312.02,7,554447.98,11,2,17,10,True
7055900,729,0,30,1730,128957034,1,0,0,312.02,8,554135.96,11,3,11,11,True
7059798,348,0,-1,9343,128957034,1,1,0,311.99,4,554135.96,24,2,7,11,True
7117856,283,4,451,9431,128957034,1,0,0,311.88,7,553824.08,24,2,10,12,True
7445164,348,0,451,9431,128957034,1,0,0,311.9,7,553512.18,24,3,5,12,False
7489638,263,3,-1,6615,128957034,1,1,0,311.77,1,553512.18,6,2,0,12,True
7524823,577,0,20,3018,128957034,1,0,0,312.03,5,553200.15,11,6,8,12,True
7597067,790,0,20,7398,128957034,1,0,0,311.75,5,552888.4,11,6,19,12,True
7698038,421,3,451,3018,128957034,1,0,0,312.16,7,552576.24,18,4,13,1,True
7816519,1336,2,451,1730,128957034,1,0,0,312.08,7,552264.16,18,2,2,1,True
7864484,621,2,451,1619,128957034,1,0,0,311.84,7,551952.32,11,0,4,2,True
8034746,58,2,451,2159,128957034,1,0,0,311.88,7,551640.44,20,0,15,2,True
8115771,421,3,30,9616,128957034,1,0,0,312.01,8,551328.43,18,4,11,2,True
8284996,421,3,25,9904,128957034,1,0,0,312.3,8,551016.13,18,1,8,4,True
8332484,58,2,25,6063,128957034,1,0,0,312.03,8,550704.1,20,4,17,6,True
8446023,58,2,-1,3033,128957034,1,1,0,311.89,4,550704.1,20,6,9,6,True
8769974,263,3,-1,3579,128957034,1,2,0,311.89,1,550704.1,6,0,13,6,True
8777065,952,0,20,4272,128957034,1,0,0,312.19,5,550391.91,13,4,4,6,True
8895085,1254,4,451,6615,128957034,1,0,0,311.85,7,550080.06,23,2,2,7,True
8929029,348,0,451,3579,128957034,1,0,0,312.1,7,549767.96,24,2,10,7,True
9057189,1336,2,30,4667,128957034,1,0,0,311.99,8,549455.97,18,4,13,8,True
9093098,1254,4,451,4272,128957034,1,0,0,311.96,7,549144.01,23,1,21,8,True
9220532,348,0,-1,3579,128957034,1,1,0,312.1,4,549144.01,24,1,16,9,True
9275338,263,3,30,3061,128957034,1,0,0,312.17,8,548831.84,6,3,11,10,False
9628078,621,2,30,3061,128957034,1,0,0,311.9,8,548519.94,11,4,22,10,True
9770237,729,0,25,3033,128957034,1,0,0,311.9,8,548208.04,11,5,11,11,True
9980871,58,2,451,6063,128957034,1,0,0,311.87,7,547896.17,20,6,22,11,True
1119049,1282,2,20,5313,732430851,1,0,0,365.4,3,92292.6,24,1,0,1,True
1173618,441,4,-1,4227,732430851,1,1,0,365.32,4,92292.6,24,2,18,1,True
1233638,441,4,-1,5313,732430851,1,2,0,364.97,4,92292.6,24,1,8,2,True
1420583,441,4,451,9923,732430851,1,0,0,365.05,7,91927.55,24,1,18,2,True
1441584,800,0,10,6550,732430851,1,0,0,365.18,0,92292.73,11,1,19,2,True
1513237,952,0,25,5313,732430851,1,0,0,364.98,8,91927.75,13,6,7,2,True
1734758,952,0,-1,4510,732430851,1,1,0,365.14,4,91927.75,13,1,20,3,True
1753136,734,0,451,8811,732430851,1,0,0,364.97,7,91562.78,11,4,4,3,True
1979846,790,0,10,6550,732430851,1,0,0,365.17,6,91927.95,11,0,9,3,True
2723405,967,1,451,4227,732430851,1,0,0,364.74,7,91563.21,13,3,20,4,True
2748662,1311,2,451,5959,732430851,1,0,0,365.07,7,91198.14,5,1,22,5,True
3614331,269,0,20,8255,732430851,1,0,0,364.93,3,90833.21,24,0,7,8,False
3666400,1155,0,20,6395,732430851,1,0,0,365.02,5,90468.19,15,3,8,10,True
3754447,734,0,-1,4440,732430851,1,1,0,365.33,1,90468.19,11,2,21,12,True
3825632,1311,2,25,9923,732430851,1,0,0,364.97,8,90103.22,5,5,18,12,True
3957596,441,4,451,8811,732430851,1,0,0,365.06,7,89738.16,24,3,20,12,True
4010440,641,0,20,6806,732430851,1,0,0,364.84,5,89373.32,24,4,19,12,True
4186857,441,4,25,4959,732430851,1,0,0,364.83,8,89008.49,24,2,4,1,True
4370635,35,2,20,8095,732430851,1,0,0,364.89,5,88643.6,11,1,20,1,True
4821992,734,0,451,4227,732430851,1,0,0,364.91,7,88278.69,11,5,14,2,True
5191667,300,0,25,8255,732430851,1,0,0,365.0,8,87913.69,4,3,3,2,True
5236259,441,4,25,8255,732430851,1,0,0,365.08,8,87548.61,24,4,2,5,True
5281270,790,0,10,6806,732430851,1,0,0,364.87,6,87913.48,11,5,13,5,True
5466662,300,0,451,5313,732430851,1,0,0,364.95,7,87548.53,4,0,7,5,True
5481770,1311,2,30,4440,732430851,1,0,0,365.16,8,87183.37,5,5,8,5,True
5493764,1311,2,25,4440,732430851,1,0,0,364.66,8,86818.71,5,5,17,5,True
5562550,734,0,-1,1070,732430851,1,1,0,364.9,4,86818.71,11,2,5,7,True
5857617,329,1,10,4227,732430851,1,0,0,365.13,6,87183.84,11,6,6,7,True
5875432,734,0,30,6390,732430851,1,0,0,365.04,8,86818.8,11,6,4,8,True
6159797,441,4,-1,4227,732430851,1,1,0,365.08,4,86818.8,24,2,15,8,True
6190324,1311,2,30,2719,732430851,1,0,0,364.92,8,86453.88,5,0,10,9,True
6775055,734,0,451,8095,732430851,1,0,0,364.91,7,86088.97,11,4,5,10,True
6996742,441,4,451,6395,732430851,1,0,0,364.95,7,85724.02,24,4,23,10,True
7148870,300,0,-1,6390,732430851,1,1,0,365.3,4,85724.02,4,2,16,11,True
7681887,1311,2,25,7978,732430851,1,0,0,364.76,8,85359.26,5,2,15,11,True
7879726,967,1,451,6272,732430851,1,0,0,365.25,7,84994.01,13,5,9,12,True
8036942,300,0,25,6272,732430851,1,0,0,365.15,8,84628.86,4,5,12,1,True
8211317,300,0,25,8811,732430851,1,0,0,364.85,8,84264.01,4,6,15,1,True
8395094,1311,2,451,1448,732430851,1,0,0,364.73,7,83899.28,5,5,1,1,True
8420965,441,4,451,7978,732430851,1,0,0,364.96,7,83534.32,24,3,10,2,True
8502036,1246,0,20,5959,732430851,1,0,0,365.18,5,83169.14,23,2,3,2,True
8907901,734,0,-1,4233,732430851,1,1,0,365.07,4,83169.14,11,0,17,3,True
8956241,1156,1,10,6272,732430851,1,0,0,365.27,0,83534.41,15,0,13,4,True
8987347,509,0,20,5959,732430851,1,0,0,365.0,3,83169.41,12,1,0,4,True
9084712,952,0,30,9923,732430851,1,0,0,364.99,8,82804.42,13,4,20,5,True
9162550,952,0,-1,1034,732430851,1,1,0,365.22,4,82804.42,13,4,6,6,True
9408206,967,1,25,1070,732430851,1,0,0,364.87,8,82439.55,13,1,6,7,True
9530429,1311,2,25,4233,732430851,1,0,0,365.25,8,82074.3,5,6,16,7,True
9596915,1311,2,-1,9115,732430851,1,1,0,365.07,4,82074.3,5,4,13,8,True
9619388,759,0,20,1034,732430851,1,0,0,364.93,3,81709.37,24,1,16,8,True
9675846,1311,2,451,7542,732430851,1,0,0,365.23,7,81344.14,5,6,13,8,True
9781768,441,4,30,4440,732430851,1,0,0,364.95,8,80979.19,24,6,16,9,True
9838701,1311,2,451,1220,732430851,1,0,0,365.1,7,80614.09,5,1,3,9,True
9865541,572,0,10,8095,732430851,1,0,0,365.21,0,80979.3,11,5,0,10,True
9941425,734,0,25,9923,732430851,1,0,0,364.87,8,80614.43,11,0,0,10,True
9960882,1311,2,-1,7542,732430851,1,1,0,364.75,1,80614.43,5,2,22,11,True
1270870,718,4,25,6805,623884950,0,0,0,301.01,8,915450.99,18,4,16,1,True
1349278,1076,1,30,7142,623884950,0,0,0,300.98,8,915150.01,18,4,21,1,True
1558096,866,0,20,6762,623884950,0,0,0,300.95,5,914849.06,24,0,4,2,True
1704738,1325,0,10,6805,623884950,0,0,0,301.0,6,915150.06,18,4,7,3,True
1771820,605,0,-1,4216,623884950,0,1,0,301.17,4,915150.06,24,1,0,3,True
2004371,627,0,20,1937,623884950,0,0,0,301.12,5,914848.94,11,4,22,4,True
2048777,1294,4,-1,8384,623884950,0,1,0,301.09,1,914848.94,24,0,5,4,True
2104570,605,0,25,9586,623884950,0,0,0,301.11,8,914547.83,24,1,4,4,True
2114962,1294,4,30,7654,623884950,0,0,0,301.21,8,914246.62,24,6,2,4,True
2701172,333,1,10,9586,623884950,0,0,0,301.14,6,914547.76,11,1,16,8,True
2967129,767,0,20,6805,623884950,0,0,0,301.08,3,914246.68,14,2,23,8,True
3068833,605,0,-1,6675,623884950,0,1,0,301.2,4,914246.68,24,2,20,8,True
3227205,949,4,451,8031,623884950,0,0,0,300.85,7,913945.83,24,0,0,9,True
3286066,561,4,25,8384,623884950,0,0,0,300.89,8,913644.94,17,1,16,9,True
3499828,461,4,25,6762,623884950,0,0,0,300.94,8,913344.0,13,0,8,11,True
3657896,950,0,20,8384,623884950,0,0,0,300.94,5,913043.06,24,3,16,12,True
4010987,51,0,10,9586,623884950,0,0,0,300.92,6,913343.98,20,6,0,1,True
4156657,485,1,10,7142,623884950,0,0,0,300.87,6,913644.85,5,4,9,3,True
4272750,135,2,20,6805,623884950,0,0,0,300.91,5,913343.94,18,2,17,3,True
4948217,1284,2,20,1937,623884950,0,0,0,301.0,3,913042.94,24,1,21,4,True
5159868,182,1,10,4216,623884950,0,0,0,301.09,6,913344.03,18,3,4,4,True
5178112,564,0,10,7142,623884950,0,0,0,300.88,6,913644.91,17,5,20,5,True
5181580,949,4,25,8384,623884950,0,0,0,300.93,8,913343.98,24,4,0,6,True
5251692,393,1,10,7142,623884950,0,0,0,301.12,0,913645.1,10,6,23,6,True
5560687,561,4,25,6805,623884950,0,0,0,301.22,8,913343.88,17,2,14,7,True
5856926,294,3,451,6762,623884950,0,0,0,300.9,7,913042.98,4,5,7,7,True
5894105,1294,4,451,9586,623884950,0,0,0,301.17,7,912741.81,24,4,8,9,True
6285694,550,0,20,8031,623884950,0,0,0,300.84,5,912440.97,17,6,5,9,True
6319095,605,0,30,6675,623884950,0,0,0,300.96,8,912140.01,24,6,6,9,True
6594430,303,0,20,6762,623884950,0,0,0,300.9,3,911839.11,4,0,12,9,False
6662816,950,0,10,8384,623884950,0,0,0,300.63,6,912139.74,24,3,10,11,True
6767816,561,4,451,6805,623884950,0,0,0,300.91,7,911838.83,17,6,5,11,True
6856086,949,4,451,1937,623884950,0,0,0,300.8,7,911538.03,24,3,10,12,True
6952006,478,4,25,5035,623884950,0,0,0,301.23,8,911236.8,5,3,2,12,True
7271684,1076,1,451,9586,623884950,0,0,0,301.06,7,910935.74,18,0,2,1,True
7342036,535,0,20,6762,623884950,0,0,0,301.01,3,910634.73,18,4,12,2,True
7675255,457,0,10,5390,623884950,0,0,0,300.83,6,910935.56,13,0,17,2,True
7756545,478,4,30,4668,623884950,0,0,0,301.0,8,910634.56,5,4,13,3,True
7859919,1076,1,451,4668,623884950,0,0,0,301.0,7,910333.56,18,1,3,3,True
8364607,1413,0,10,5035,623884950,0,0,0,301.09,0,910634.65,24,2,7,3,True
8485270,461,4,451,8031,623884950,0,0,0,301.24,7,910333.41,13,6,15,3,True
8547873,880,1,10,9586,623884950,0,0,0,301.03,6,910634.44,27,3,0,4,True
8590877,294,3,30,5390,623884950,0,0,0,301.1,8,910333.34,4,6,15,4,True
8706389,478,4,30,7142,623884950,0,0,0,301.02,8,910032.32,5,3,18,4,True
8941339,478,4,451,5390,623884950,0,0,0,300.87,7,909731.45,5,3,20,4,True
9078251,1076,1,451,4216,623884950,0,0,0,301.28,7,909430.17,18,5,15,6,True
9128782,478,4,25,2375,623884950,0,0,0,300.96,8,909129.21,5,1,15,6,True
9199104,605,0,-1,2375,623884950,0,1,0,301.24,4,909129.21,24,5,9,6,True
9464392,1162,2,20,6675,623884950,0,0,0,300.73,5,908828.48,24,6,18,7,True
9729705,1361,2,20,5035,623884950,0,0,0,300.92,5,908527.56,16,5,10,10,True
1001787,1159,0,30,8808,167866073,0,0,0,356.85,8,148574.15,15,2,3,1,True
1461180,770,4,25,8808,167866073,0,0,0,357.17,8,148216.98,14,3,7,2,True
1748268,1159,0,30,8994,167866073,0,0,0,357.08,8,147859.9,15,2,18,2,True
2038351,76,0,10,8018,167866073,0,0,0,356.91,0,148216.81,20,2,5,2,True
2114551,1027,0,20,8675,167866073,0,0,0,356.71,3,147860.1,11,1,4,4,True
2206808,1170,0,20,8018,167866073,0,0,0,356.96,5,147503.14,24,1,0,4,True
2247561,1451,1,451,6375,167866073,0,0,0,357.16,7,147145.98,11,0,7,4,True
2249703,268,2,20,9102,167866073,0,0,0,356.86,5,146789.12,24,5,17,5,True
2553435,475,4,25,6204,167866073,0,0,0,356.96,8,146432.16,5,1,22,5,True
2886707,14,2,30,9665,167866073,0,0,0,356.92,8,146075.24,24,3,16,7,True
3159903,1159,0,30,6375,167866073,0,0,0,356.99,8,145718.25,15,2,19,7,True
3431068,365,0,20,7057,167866073,0,0,0,356.83,3,145361.42,25,3,16,7,True
4011635,1451,1,-1,8560,167866073,0,1,0,356.91,4,145361.42,11,1,23,9,True
4812829,166,4,-1,6375,167866073,0,2,0,356.97,1,145361.42,24,2,20,9,True
4837469,443,2,20,4655,167866073,0,0,0,356.87,5,145004.55,24,3,16,9,True
4879130,1278,0,20,8808,167866073,0,0,0,357.04,3,144647.51,24,6,17,9,True
4955019,1041,0,-1,4179,167866073,0,1,0,357.03,1,144647.51,11,5,2,10,True
5004645,14,2,451,6204,167866073,0,0,0,357.14,7,144290.37,24,1,11,10,True
5066744,1451,1,25,9665,167866073,0,0,0,357.23,8,143933.14,11,6,13,10,True
5415201,14,2,30,1436,167866073,0,0,0,356.99,8,143576.15,24,5,0,11,True
5498274,1451,1,451,6204,167866073,0,0,0,356.94,7,143219.21,11,3,9,11,True
5558309,1041,0,25,6616,167866073,0,0,0,356.86,8,142862.35,11,4,10,11,True
5560784,64,0,20,1436,167866073,0,0,0,357.13,5,142505.22,20,4,1,12,True
5784415,14,2,451,9665,167866073,0,0,0,357.21,7,142148.01,24,5,5,12,True
5796278,770,4,-1,3375,167866073,0,1,0,356.97,1,142148.01,14,5,6,12,True
5976005,166,4,30,9102,167866073,0,0,0,357.16,8,141790.85,24,2,13,1,True
6063542,770,4,-1,7744,167866073,0,1,0,357.03,4,141790.85,14,0,4,3,True
6201713,1488,0,10,4655,167866073,0,0,0,357.1,6,142147.95,24,6,20,3,True
6415626,47,1,10,7602,167866073,0,0,0,357.07,6,142505.02,24,6,17,4,True
6417662,1451,1,451,7602,167866073,0,0,0,356.99,7,142148.03,11,0,14,5,True
6596251,475,4,30,4377,167866073,0,0,0,356.99,8,141791.04,5,3,13,5,True
6673900,757,0,20,9102,167866073,0,0,0,357.07,5,141433.97,24,2,3,5,True
6735686,180,0,20,3543,167866073,0,0,0,357.18,5,141076.79,18,3,0,7,True
6801554,14,2,451,4179,167866073,0,0,0,356.76,7,140720.03,24,5,14,7,True
6880351,1383,4,30,6204,167866073,0,0,0,356.94,8,140363.09,16,0,21,7,True
6940905,770,4,-1,5575,167866073,0,1,0,357.14,4,140363.09,14,0,4,8,True
7325884,770,4,30,9087,167866073,0,0,0,357.09,8,140006.0,14,4,19,8,True
7473804,1383,4,451,9747,167866073,0,0,0,357.04,7,139648.96,16,5,19,9,True
7696673,889,0,20,3780,167866073,0,0,0,356.84,5,139292.12,27,6,23,11,True
7803701,475,4,30,9813,167866073,0,0,0,357.26,8,138934.86,5,4,8,12,True
7940219,573,0,10,9087,167866073,0,0,0,357.04,6,139291.9,11,3,0,12,True
8032005,14,2,451,4179,167866073,0,0,0,356.83,7,138935.07,24,1,15,12,True
8116729,425,4,25,9665,167866073,0,0,0,356.87,8,138578.2,18,1,7,1,True
8272904,425,4,451,6375,167866073,0,0,0,356.92,7,138221.28,18,0,0,2,True
8404884,160,0,10,9747,167866073,0,0,0,357.03,0,138578.31,24,4,9,2,True
8567813,1383,4,25,8675,167866073,0,0,0,357.13,8,138221.18,16,1,2,3,True
8691939,1159,0,451,7602,167866073,0,0,0,356.97,7,137864.21,15,6,8,3,True
8697425,1041,0,25,7602,167866073,0,0,0,357.0,8,137507.21,11,2,16,3,True
8741700,573,0,20,7049,167866073,0,0,0,356.85,3,137150.36,11,2,13,4,True
8760643,1364,0,20,9087,167866073,0,0,0,356.88,5,136793.48,16,3,0,5,True
8877799,475,4,25,7392,167866073,0,0,0,357.11,8,136436.37,5,2,1,7,True
9033573,425,4,30,7744,167866073,0,0,0,357.19,8,136079.18,18,5,0,8,True
9421610,1041,0,451,7049,167866073,0,0,0,356.99,7,135722.19,11,0,4,9,True
9491951,305,1,10,4655,167866073,0,0,0,357.1,6,136079.29,4,2,12,9,True
9495224,542,0,20,9813,167866073,0,0,0,357.07,5,135722.22,17,0,16,10,True
9735482,1383,4,25,4655,167866073,0,0,0,357.26,8,135364.96,16,3,22,10,True
9816291,1146,2,20,5153,167866073,0,0,0,356.92,5,135008.04,15,2,23,11,True
1554105,766,4,-1,9187,220498387,1,1,0,1020.0,1,690717.0,14,2,20,2,True
2308622,1238,0,20,6606,220498387,1,0,0,1020.01,5,689696.99,18,2,6,3,True
2412591,1172,3,451,5438,220498387,1,0,0,1019.95,7,688677.04,24,0,0,4,True
2441576,690,4,-1,9187,220498387,1,1,0,1019.73,4,688677.04,24,3,17,4,True
2635390,1112,1,10,5406,220498387,1,0,0,1019.7,6,689696.74,0,0,13,5,True
2651044,403,0,25,1570,220498387,1,0,0,1019.99,8,688676.75,10,6,13,6,True
2736651,1108,1,10,1570,220498387,1,0,0,1019.86,0,689696.61,0,0,8,6,True
3066466,403,0,25,1851,220498387,1,0,0,1019.75,8,688676.86,10,1,21,7,True
3071497,1172,3,30,7620,220498387,1,0,0,1019.5,8,687657.36,24,3,13,7,True
3079519,690,4,451,8278,220498387,1,0,0,1020.13,7,686637.23,24,0,6,8,True
